Word,Difficulty
Englander,0.12
Englanders,-0.09
England's,-0.29
English,-0.76
Englishman,-0.17
Englishmen,-0.18
Englishwoman,0.27
engraft,0.41
engrave,-0.32
engraved,-0.33
engraver,0.12
engraving,-0.18
engravings,0.11
engross,-0.2
engrossed,0.03
engrossing,0.28
engulf,0
engulfed,0.13
engulfing,0.54
engulfs,0.18
enhance,-0.6
enhanced,-0.45
enhancement,-0.26
enhances,-0.25
enhancing,-0.18
enigma,0
enigmatic,0.35
enjoin,0.23
enjoined,0.52
enjoy,-0.71
enjoyable,-0.17
enjoyed,-0.46
enjoying,-0.53
enjoyment,-0.15
enjoys,-0.62
enlarge,-0.5
enlarged,-0.39
enlargement,-0.2
enlargements,-0.21
enlarging,0.06
enlighten,-0.06
enlightened,-0.13
enlightening,-0.16
enlightenment,-0.16
enlist,-0.22
enlisted,-0.26
enlistment,0.1
enlists,-0.22
enliven,0.58
enlivened,0.69
enmesh,0.47
enmeshed,0.66
enmities,0.62
enmity,0.11
enormity,0.3
enormous,-0.17
enormously,0.1
enough,-0.39
enrage,0.02
enraged,-0.1
enrapture,0.7
enraptured,1.07
enrich,-0.05
enriched,0.17
enriching,0.33
enrichment,0.04
enroll,-0.4
enrolled,-0.37
enrollees,0.45
enrolling,-0.08
enrollment,-0.17
ensconced,0.79
ensemble,-0.16
ensembles,-0.08
enshrine,0.33
enshroud,-0.1
ensign,0.11
enslave,-0.13
enslaved,-0.2
enslavement,0.63
enslaving,0.03
ensnare,0.19
ensue,0.04
ensued,0.12
ensues,0.41
ensuing,0.18
ensure,-0.4
ensures,-0.17
ensuring,-0.03
entail,-0.08
entails,-0.02
entangle,0.07
entanglement,0.28
enter,-0.75
entered,-0.25
entering,-0.47
enterprise,-0.29
enterprises,-0.18
enterprising,0.14
enterprisingly,0.9
enters,-0.43
entertain,0.01
entertained,0.1
entertainer,0.17
entertainers,0.37
entertaining,-0.01
entertainment,-0.03
entertainments,0.44
enthral,0.7
enthralled,0.19
enthralling,0
enthrone,0.48
enthronement,1.54
enthuse,0.59
enthusiasm,0.02
enthusiasms,0.51
enthusiast,0.16
enthusiastic,0.1
enthusiastically,0.48
enthusiasts,0.43
entice,-0.23
enticement,0.34
enticements,0.82
enticing,0.6
entire,-0.5
entirely,-0.35
entirety,0.15
entities,0.48
entitle,0
entitled,-0.11
entitlement,0.06
entitles,0.02
entity,-0.04
entomb,0.52
entombed,0.59
entomologist,1.5
entomology,0.86
entourage,0.46
entrails,0.05
entrain,0.08
entrance,-0.61
entranced,-0.31
entranceway,0.79
entrant,0.56
entrap,-0.14
entrapment,0.18
entreat,0.1
entreated,0.57
entreaty,0.24
entree,-0.19
entrench,0.23
entrenched,0.22
entrenchment,0.8
entrepreneur,0.53
entrepreneurs,0.09
entries,-0.16
entropy,0.21
entrust,0.22
entrusted,0.18
entrusting,0.16
entry,-0.36
entwine,0.52
entwined,0.43
enumerate,0.41
enumerated,0.37
enumeration,0.95
enunciate,0.64
enunciated,0.47
enunciation,0.7
envelop,-0.16
envelope,-0.46
envelopes,-0.03
enveloping,0.03
envelopment,0.07
envenomed,0.87
enviable,0.26
enviably,0.33
envied,0.05
envious,-0.02
enviously,0.32
environ,0.63
environing,1.14
environment,0.03
environmental,0.29
environmentalism,1.23
environmentalist,0.65
environments,0.73
environs,0.71
envisage,0.58
envisaged,0.75
envisages,1.56
envision,-0.2
envisioned,0.33
envisions,0.2
envoy,-0.15
envoys,0.05
envy,-0.45
enwrap,1.08
enzymatic,0.6
enzyme,-0.37
enzymes,-0.07
ephemeral,0.07
epic,-0.44
epicenter,0.81
epics,-0.21
epicure,0.63
Epicurean,0.62
Epicurus,0.98
epicycle,0.19
epidemic,-0.07
epidemics,-0.09
epidemiological,1.09
epidermis,0.22
epiglottis,0.73
epigram,0.33
epigrammatic,0.92
epigrams,0.53
epigraph,0.63
epilepsy,0.08
epileptic,0.46
epilogue,-0.33
epiphany,0.41
Episcopal,0.15
Episcopalian,0.78
episode,-0.36
episodes,-0.21
episodic,0.21
epistemology,1.19
epistle,0.15
epistles,0.81
epitaph,0.33
epithet,0.23
epithets,0.33
epitome,0.42
epitomize,0.37
epitomized,0.62
epitomizes,0.6
epoch,-0.23
epsilon,0.67
epsom,1
equable,0.11
equal,-0.67
equalitarian,0.89
equality,-0.11
equalization,0.12
equalize,-0.3
equalizers,0.03
equalizing,0.03
equalled,-0.19
equally,-0.44
equals,-0.53
equanimity,0.83
equate,-0.08
equated,-0.22
equating,0.44
equation,-0.11
equations,-0.3
equator,-0.52
equatorial,0.35
equestrian,0.09
equidistant,1.12
equidistantly,1.77
equilateral,0.3
equilibrated,0.77
equilibrium,-0.13
equilibriums,0.53
equine,0.19
equines,0.48
equinox,0.02
equip,-0.06
equipment,-0.28
equipotent,0.85
equipped,-0.22
equipping,0.05
equitable,0.23
equity,-0.22
equivalence,0.04
equivalent,-0.12
equivalents,0
equivocal,0.12
equivocate,0.5
equivocation,0.89
era,-0.43
eradicable,0.87
eradicate,0.25
eradication,0.45
era's,-0.19
erase,-0.58
erased,-0.5
eraser,-0.5
erasers,-0.43
erasing,-0.3
erasure,-0.01
ere,0.48
erect,-0.21
erected,-0.04
erectile,0.34
erecting,0.16
erection,-0.03
erects,-0.11
ergonomic,0.66
Eric,-0.42
Ernest,-0.32
Ernie,-0.16
Ernie's,-0.47
erode,-0.19
eroded,0.04
erogenous,0.64
Eros,0
erosion,-0.23
erosive,-0.17
erotic,-0.3
erotica,0.14
erotically,0.66
eroticism,0.16
err,-0.34
errand,0
errant,0
erratic,0.02
erratically,0.57
erred,0.45
erroneous,0.19
erroneously,0.22
error,-0.73
errors,-0.49
errs,-0.04
erudite,0.14
erudition,1.33
erupt,-0.07
erupted,-0.19
erupting,0.22
eruption,-0.17
erupts,-0.15
escalate,-0.05
escalation,0.28
escalator,-0.32
escapable,0.11
escapade,0.38
escapades,0.39
escape,-0.73
escaped,-0.39
escapee,0.09
escapees,0.34
escapes,-0.48
escape's,-0.23
escaping,-0.49
escapism,0.78
escapist,0.33
escheat,0.36
eschew,0.15
eschewed,0.58
eschewing,0.51
eschews,0.57
escort,-0.21
escorted,-0.07
escorting,-0.26
escorts,-0.21
Eskimo,-0.25
Eskimos,-0.1
esoteric,0.51
especial,0.64
especially,-0.11
espionage,0.21
espousal,0.49
espouse,0.27
espoused,0.77
espouses,0.49
espousing,0.41
espresso,0.1
esprit,0.35
espy,0.53
esquire,0.09
essay,-0.37
essayed,0.24
essayists,0.82
essays,-0.48
essence,-0.31
essences,-0.23
essential,-0.32
essentially,-0.15
essentials,-0.32
establish,-0.31
established,-0.15
establishes,0.24
establishing,0.16
establishment,0.07
establishments,0.17
estate,-0.12
estates,-0.25
esteem,-0.47
esteemed,-0.01
esters,0.43
esthetic,0.02
esthetics,0.49
estimable,0.36
estimate,-0.31
estimated,-0.55
estimates,-0.28
estimating,0.15
estimation,0.25
estrange,0.24
estranged,0.18
estrangement,0.49
estranging,0.59
estuaries,0.23
estuary,0.43
eta,0.21
etch,0.04
etched,-0.06
eternal,-0.47
eternity,-0.26
ethanol,-0.15
Ethel,-0.11
ether,0.04
ethereal,0.34
ethers,0.12
ethic,-0.3
ethical,-0.41
ethically,-0.05
ethicist,0.53
ethicists,0.52
ethics,-0.49
Ethiopia,0.23
Ethiopians,0.11
ethnic,-0.47
ethnographer,1.35
ethnography,0.64
ethnologist,0.52
ethnology,0.42
ethos,0.07
ethyl,0.17
etiquette,-0.08
etymological,1.47
etymologist,1.08
etymology,0.85
eucalyptus,0.65
eucharist,0.21
Euclid,0.08
euclidean,0.83
Euclid's,0.51
Eugene,-0.05
Eugene's,-0.11
eugenic,0.06
eugenics,1.02
eulogize,0.58
eulogized,0.81
eulogizers,0.54
eulogy,0.18
eunuch,0.73
euphemism,0.23
euphemistic,0.78
euphoria,-0.2
euphoric,0.15
Eurasia,0.47
Eurasian,0.9
eureka,0.2
eurhythmic,0.81
Eurodollar,0.52
Europe,-0.66
European,-0.27
Europeanization,1.5
Europeanized,0.98
Europeans,-0.46
Europe's,-0.3
euthanasia,0.35
evacuate,-0.08
evacuated,0.07
evacuation,0.21
evacuee,-0.2
evade,-0.38
evaded,-0.14
evades,-0.15
evading,-0.21
evaluate,-0.37
evaluated,-0.34
evaluating,-0.1
evaluation,0.05
evaluations,0.19
evaluative,0.48
evangelical,0.23
evangelicalism,1.23
evangelism,-0.01
evangelist,0.25
evangelists,0.2
evangelize,0.48
evaporate,-0.16
evaporated,-0.38
evaporation,0.15
evaporative,0.51
evasion,0.01
evasions,0.08
evasive,0.01
eve,-0.65
Evelyn,-0.33
even,-0.7
evening,-0.38
evenings,-0.34
evening's,0
evenly,-0.44
event,-0.78
eventful,-0.15
eventfully,0
events,-0.74
eventual,-0.15
eventualities,0.66
eventuality,0.18
eventually,-0.43
ever,-0.71
Everest,-0.08
Everglades,0.14
evergreen,-0.36
everlasting,-0.32
everlastingly,0.34
evermore,0
every,-0.38
everybody,-0.45
everybody's,-0.26
everyday,-0.47
everyone,-0.49
everyone's,-0.21
everything,-0.03
everything's,0.32
everywhere,-0.3
evict,-0.04
evicted,-0.31
eviction,0.16
evidence,-0.61
evidenced,0.22
evidences,-0.04
evidencing,0.6
evident,-0.45
evidential,0.01
evidently,-0.1
evil,-0.73
evildoer,0.35
evildoers,0.63
evils,-0.62
evince,0.16
evinced,0.22
eviscerate,0.95
evocation,0.25
evocations,0.75
evocative,0.7
evoke,-0.48
evoked,-0.41
evokes,-0.16
evoking,-0.43
evolution,-0.38
evolutionary,0.2
evolutionists,0.72
evolve,-0.26
evolved,-0.22
evolves,-0.22
evolving,0.16
ewe,0.15
exacerbate,0.55
exacerbated,0.21
exacerbates,0.46
exacerbation,0.74
exacerbations,0.84
exact,-0.67
exacted,0
exacting,-0.21
exactly,-0.73
exacts,-0.49
exaggerate,-0.24
exaggerated,-0.04
exaggerating,0.18
exaggeration,0.14
exaggerations,0.36
exalt,-0.34
exaltation,0.63
exaltations,0.49
exalted,-0.6
exalting,0.08
exam,-0.43
examination,-0.24
examinations,0.01
examine,-0.31
examined,-0.35
examiner,-0.12
examiners,-0.18
examines,-0.11
examining,-0.05
example,-0.48
examples,-0.6
exasperate,0.31
exasperated,0.61
exasperating,0.3
exasperatingly,0.85
exasperation,0.75
exboyfriend,0.82
excavate,0.24
excavation,0.76
excavations,-0.04
excavator,0.52
exceed,-0.25
exceeded,-0.3
exceeding,-0.19
exceedingly,0.02
exceeds,-0.44
excel,-0.36
excellence,-0.29
excellences,0.4
excellency,0.42
excellent,-0.3
excellently,0.05
excels,-0.34
except,-0.23
excepting,-0.22
exception,-0.11
exceptionable,0.59
exceptional,-0.24
exceptionally,0.16
exceptions,-0.43
excerpt,0.27
excerpts,0.09
excess,-0.55
excesses,-0.19
excessive,-0.31
excessively,-0.09
exchange,-0.62
exchangeable,0.37
exchanged,-0.24
exchanges,-0.58
exchanging,-0.07
excise,-0.07
excised,0.49
excision,0.68
excitability,0.4
excitatory,0.4
excite,-0.44
excited,-0.63
excitedly,-0.17
excitement,-0.27
exciting,-0.27
exclaim,-0.15
exclaimed,-0.28
exclaiming,0.02
exclaims,0.16
exclamation,-0.1
exclamations,0.26
exclamatory,0
exclude,-0.23
excluded,-0.31
excludes,-0.13
excluding,0.02
exclusion,-0.31
exclusions,0.17
exclusive,-0.55
exclusively,-0.2
exclusiveness,0.47
excommunicate,0.53
excommunicated,1.04
excommunication,0.85
excrement,0.62
excrete,-0.04
excretion,0.1
excruciating,0.75
excursion,-0.26
excursions,0.12
excusable,0.35
excuse,-0.51
excused,-0.57
excuses,-0.44
execute,-0.39
executed,-0.19
executing,-0.24
execution,-0.3
executioner,0.09
executioner's,0.02
executions,-0.07
executive,-0.45
executives,-0.11
executive's,-0.08
executor,0.13
executors,0.09
exemplar,0.39
exemplary,0.52
exemplified,0.41
exemplifies,0.66
exemplify,-0.13
exempt,-0.35
exemption,-0.11
exemptions,0.16
exercise,-0.58
exercised,-0.14
exercises,-0.18
exercising,-0.19
exert,-0.28
exerted,-0.01
exerting,-0.08
exertion,-0.04
exertions,0.28
exerts,0.17
exhalation,0.28
exhale,-0.45
exhaled,-0.08
exhaling,0.01
exhaust,-0.57
exhausted,-0.52
exhaustible,0.3
exhausting,-0.38
exhaustingly,0.36
exhaustion,-0.22
exhaustive,0.29
exhaustively,0.43
exhausts,0
exhibit,-0.52
exhibited,-0.23
exhibiting,-0.22
exhibition,-0.16
exhibitionism,0.43
exhibitions,0.1
exhibitors,0.12
exhibits,-0.27
exhilarate,0.28
exhilarated,-0.03
exhilarating,0.39
exhilaration,0.11
exhort,-0.03
exhortation,0.5
exhortations,0.9
exhorting,0.21
exhumation,1.11
exhumations,0.59
exhume,0.14
exhusband,0.47
exile,-0.35
exiled,-0.2
exiles,-0.27
exiling,0.32
exist,-0.69
existed,-0.43
existence,-0.36
existent,-0.18
existential,0.4
existentialism,0.89
existentialist,0.92
existentialists,0.98
existing,-0.4
exists,-0.61
exit,-0.85
exits,-0.55
exodus,-0.25
exogamous,1.23
exonerate,0.22
exonerated,0.42
exoneration,1.21
exorbitance,0.82
exorbitant,0.45
exorcise,0.26
exorcism,0.38
exorcist,-0.12
exorcize,0.05
exothermic,0.75
exotic,-0.39
expand,-0.48
expandable,-0.3
expanded,-0.37
expanding,-0.51
expands,-0.66
expanse,-0.11
expansion,-0.43
expansions,-0.21
expansive,-0.24
expansively,0.18
expansiveness,0.53
expatriate,0.88
expect,-0.44
expectable,-0.04
expectance,0.23
expectancy,-0.04
expectant,0.2
expectation,-0.16
expectations,-0.17
expected,-0.51
expectedly,0.2
expecting,-0.55
expectorant,1
expectorate,1.09
expects,-0.22
expedience,0.44
expediency,0.16
expedient,0.28
expedite,0.12
expediting,0.43
expedition,-0.01
expeditionary,0.75
expeditions,-0.12
expeditious,0.31
expeditiously,0.64
expel,-0.39
expelled,-0.53
expelling,-0.17
expend,-0.34
expendable,-0.04
expended,-0.24
expenditure,-0.21
expenditures,0.3
expense,-0.42
expenses,-0.46
expensive,-0.43
experience,-0.28
experienced,-0.27
experiences,-0.31
experiencing,0.22
experiential,0.4
experientially,0.63
experiment,-0.44
experimental,0.13
experimentalism,0.88
experimentally,0.43
experimentation,0.63
experimentations,1.02
experimented,0.19
experimenter,0
experimenters,0.62
experimenting,0.29
experiments,-0.05
expert,-0.5
expertise,0.05
experts,-0.47
expiration,0.03
expire,-0.47
expired,-0.48
expires,-0.46
explain,-0.71
explained,-0.3
explaining,-0.07
explains,-0.45
explanation,-0.16
explanations,0.24
explanatory,-0.05
expletive,0.41
explicable,0.25
explicate,0
explicit,-0.4
explicitly,-0.03
explicitness,0.37
explode,-0.46
exploded,-0.53
explodes,-0.44
exploding,-0.44
exploit,-0.41
exploitation,0.28
exploited,-0.47
exploiters,-0.18
exploiting,-0.03
exploits,-0.51
exploration,-0.06
explorations,0.1
explorative,0.26
exploratory,0.12
explore,-0.66
explored,-0.56
explorer,-0.65
explorers,-0.51
explores,-0.31
exploring,-0.33
explosion,-0.26
explosive,-0.55
explosively,0.03
explosives,-0.09
expo,-0.26
exponent,0.13
exponential,0.32
exponents,-0.16
export,-0.49
exportation,0.94
exported,-0.08
exporters,0.41
exporting,0.2
exports,-0.36
expose,-0.51
exposed,-0.43
exposes,-0.42
exposing,-0.5
exposition,0.04
expositions,0.2
expository,0.41
expostulate,0.83
expostulation,0.84
exposure,-0.45
exposures,-0.35
expound,-0.16
expounded,0.04
expounding,0
express,-0.54
expressed,-0.43
expresses,-0.18
expressible,0.18
expressing,-0.51
expression,-0.43
expressionism,0.47
expressionist,0.67
expressionistic,1.42
expressionists,0.65
expressionless,0.59
expressions,-0.3
expressive,-0.13
expressiveness,0.65
expressly,-0.1
expressway,-0.17
expressways,0
expropriate,0.92
expropriated,1.09
expropriation,1.49
expulsion,0.03
expunge,0.11
expunging,0.79
expurgation,0.98
exquisite,0.23
exquisitely,0.62
exquisiteness,0.34
extant,-0.36
extemporaneous,0.9
extemporary,0.1
extend,-0.53
extended,-0.43
extending,-0.48
extends,-0.33
extension,-0.33
extensions,-0.15
extensive,-0.11
extensively,0.13
extensor,0.71
extent,-0.48
extenuate,1.15
extenuating,1.05
extenuation,0.92
exterior,-0.48
exteriors,-0.04
exterminate,0.23
exterminating,0.59
extermination,0.05
extern,0.36
external,-0.34
externalization,0.47
externalize,0.29
extinct,-0.33
extinction,-0.18
extinguish,0.34
extinguished,0.36
extinguisher,0.19
extol,-0.07
extortion,0.35
extortionist,0.86
extra,-0.56
extract,-0.55
extracted,-0.19
extracting,0.25
extraction,-0.07
extractor,0.19
extractors,0.43
extracts,-0.17
extracurricular,0.74
extradite,0.46
extradition,0.51
extramarital,1
extraneous,0.04
extraneousness,0.68
extraordinarily,0.3
extraordinary,0.23
extrapolate,0.46
extrapolated,0.92
extrapolates,1.01
extrapolation,0.9
extrapolations,1.07
extras,-0.27
extrasensory,0.89
extraterrestrial,0.92
extraterritorial,1.42
extravagance,0.09
extravagant,0.42
extravaganza,0.42
extravaganzas,1.05
extreme,-0.33
extremely,-0.48
extremes,-0.35
extremism,0.47
extremist,-0.1
extremists,0.1
extremities,-0.02
extremity,0
extricate,0.38
extrication,0.78
extrinsic,0.27
extroversion,0.55
extrovert,-0.03
extrude,-0.1
extruded,0.03
extruding,0.29
extrusion,0.42
exuberance,0.44
exuberant,0.15
exude,-0.02
exuded,0.52
exult,0.13
exultant,0.61
exultantly,0.71
exultation,0.37
eye,-0.9
eyeball,-0.48
eyeballs,-0.32
eyebath,0.3
eyebrow,-0.5
eyebrows,-0.33
eyed,-0.25
eyedrop,-0.34
eyeful,-0.19
eyeglass,0.02
eyeglasses,0.01
eyeing,-0.28
eyelash,-0.39
eyelashes,-0.19
eyeless,-0.04
eyelet,0.37
eyelets,0.15
eyelid,-0.37
eyelids,-0.46
eyeliner,-0.07
eyepiece,-0.11
eyes,-0.81
eyeshot,-0.3
eyesight,-0.4
eyesore,-0.12
eyestrain,0.33
eyeteeth,0.41
eyetooth,0.32
eyewash,-0.04
eyewitness,-0.06
Ezra,0.69
fab,0.23
fable,-0.48
fabled,0.19
fables,-0.43
fabric,-0.69
fabricate,-0.41
fabricated,-0.13
fabricating,-0.17
fabrication,-0.12
fabrics,-0.45
fabulous,-0.26
facade,0.08
facaded,0.3
facades,0.26
face,-0.88
facecloth,0.12
faced,-0.63
faceless,-0.41
faces,-0.67
facet,-0.06
facetious,0.65
facetiously,0.54
facets,-0.11
facial,-0.49
facile,-0.08
facilitate,-0.24
facilitated,0.05
facilitates,0.14
facilitating,0.33
facilitation,0.41
facilitatory,0.64
facilities,-0.21
facility,-0.47
facing,-0.61
facsimile,0.42
fact,-0.78
faction,0.19
factions,0.06
factious,0.79
factor,-0.57
factories,-0.38
factors,-0.64
factory,-0.62
facts,-0.61
factual,-0.27
faculties,-0.23
faculty,-0.5
fad,-0.16
fade,-0.69
faded,-0.52
fadeout,0.02
fading,-0.43
fads,-0.28
Fahrenheit,0.02
fail,-0.5
failed,-0.72
failing,-0.12
fails,-0.49
failure,-0.43
failures,-0.51
fain,0.52
faint,-0.62
fainted,-0.5
faintest,-0.13
faintly,-0.32
fair,-0.83
fairer,0.18
fairest,-0.13
fairgoers,0.94
fairground,-0.1
fairies,-0.15
fairly,-0.67
fairness,-0.4
fairs,-0.44
fair's,-0.24
fairway,-0.29
fairways,-0.26
fairy,-0.5
fairyland,-0.19
fairytale,0.02
faith,-0.8
faithful,-0.48
faithfully,-0.29
faithless,-0.2
faiths,-0.57
fake,-0.72
faked,-0.63
faker,-0.25
falcon,-0.24
falconry,0.12
fall,-0.82
fallacious,0.34
fallacy,-0.05
fallen,-0.57
fallible,0.04
falling,-0.54
falloff,0.7
fallout,-0.26
fallow,-0.08
falls,-0.65
fall's,-0.33
falsehood,-0.26
falsehoods,-0.05
falseness,-0.24
falsetto,0.37
falsies,0.02
falsification,0.41
falsify,-0.07
falsifying,0.47
falsity,0.6
falter,0.04
faltered,-0.2
falters,0.21
fame,-0.58
famed,-0.15
familial,0.27
familiar,-0.3
familiarity,-0.07
familiarize,0.11
familiarly,-0.16
familiarness,0.54
families,-0.35
family,-0.61
family's,-0.59
famine,0
famish,0.02
famous,-0.54
fan,-0.82
fanatic,-0.04
fanatical,0.24
fanaticism,0.77
fanatics,-0.15
fancied,0.07
fancier,0.02
fancies,-0.05
fanciful,0.02
fancy,-0.59
fancying,0.4
fancywork,-0.05
fanfare,0.07
fang,-0.08
fangs,-0.06
fanlight,0.16
fanned,-0.11
fanning,0.21
fanny,-0.18
fans,-0.46
fan's,-0.29
fantasia,-0.08
fantasies,-0.27
fantastic,-0.42
fantasy,-0.5
far,-0.47
faraway,0.14
farce,0.09
farces,0.49
fare,-0.52
fares,-0.38
farewell,-0.12
farfetched,0.3
Fargo,-0.32
farina,0.91
faring,0.35
farm,-0.68
farmed,-0.3
farmer,-0.64
farmers,-0.45
farmer's,-0.39
farmhand,0.15
farmhouse,-0.49
farmhouses,0.06
farming,-0.34
farmland,-0.42
farmlands,-0.05
farms,-0.37
farmstead,0.34
farmyard,0.27
farsighted,0.22
fart,-0.39
farther,-0.17
farthest,-0.19
farthing,-0.04
fascinate,0.17
fascinated,-0.07
fascinates,-0.16
fascinating,-0.23
fascinatingly,0.62
fascination,-0.13
fascism,0.19
fascist,-0.07
fascists,0.32
fashion,-0.81
fashionable,-0.24
fashioned,-0.46
fashioning,0.04
fashions,-0.22
fast,-0.84
fasten,-0.14
fastened,-0.25
fastener,-0.03
fastening,-0.19
fastenings,0.04
fastens,-0.28
faster,-0.55
fastest,-0.18
fastidious,0.95
fat,-0.76
fatal,-0.62
fatalism,0.22
fatalist,0.03
fatalists,0.4
fatalities,0.29
fatality,-0.02
fatally,-0.01
fate,-0.55
fateful,-0.29
fates,-0.24
fathead,0.68
father,-0.62
fathered,-0.34
fatherhood,-0.21
fathering,0.11
fatherland,0.21
fatherless,-0.03
fatherly,-0.21
fathers,-0.64
father's,-0.51
fathom,-0.16
fathoms,0.35
fatigue,-0.53
fatigued,-0.01
fatigues,-0.07
Fatima,-0.2
fatless,0.31
fats,-0.49
fat's,-0.19
fatso,0.14
fatten,0.02
fattening,-0.11
fatter,0.25
fatty,-0.38
faucet,-0.37
Faulkner,-0.14
Faulkner's,0.06
fault,-0.58
faulted,-0.22
faultless,-0.29
faults,-0.32
faulty,-0.54
faun,-0.09
fauna,0.26
Faust,-0.38
Faustian,0.64
Faust's,-0.01
Faustus,0.37
favor,-0.6
favorable,-0.22
favorably,-0.31
favored,-0.53
favorer,0.21
favoring,-0.45
